# first row has temperatures; subsequent rows have log10 n_{1/2} rate as a function of effective column density in cm^-2 (km/s)^-1 given as the first entry - from Omukai 2010
nan   10 20 30 50 80 100 300 600 1000 1500 2000
14.0 3.29 3.49 3.67 3.97 4.30 4.46 5.17 5.47 5.53 5.30 4.70
14.5 3.27 3.48 3.66 3.96 4.30 4.45 5.16 5.47 5.53 5.30 4.70
15.0 3.22 3.45 3.64 3.94 4.29 4.45 5.16 5.47 5.53 5.30 4.70
15.5 3.07 3.34 3.56 3.89 4.26 4.42 5.15 5.46 5.52 5.30 4.70
16.0 2.72 3.09 3.35 3.74 4.16 4.34 5.13 5.45 5.51 5.29 4.68
16.5 2.24 2.65 2.95 3.42 3.92 4.14 5.06 5.41 5.48 5.26 4.64
17.0 1.74 2.15 2.47 2.95 3.49 3.74 4.86 5.30 5.39 5.17 4.53
17.5 1.24 1.65 1.97 2.45 3.00 3.25 4.47 5.02 5.16 4.94 4.27
18.0 0.742 1.15 1.47 1.95 2.50 2.75 3.98 4.57 4.73 4.52 3.84
18.5 0.242 0.652 0.966 1.45 2.00 2.25 3.48 4.07 4.24 4.03 3.35
19.0 -0.258 0.152 0.466 0.954 1.50 1.75 2.98 3.57 3.74 3.53 2.85
